a1,a2,q21,q23,k16_1,k16_2,k16_3,k16_4,k16_5,k16_6,k16_7,k16_8,k16_9,k16_10,k16_11,k16_12,k22,k23,d1,d2,d3_1,d3_2,d4,d10,d32,filter_$
197016,5460,2,1, , , , , , , , , , , , ,3,1,1935,1,1,3,2,7,1,1
197017,5460,3,1, , , , , , , , , , , , ,3,1,1947,2,1,7,4,7,1,0
197018,5460,1,2,2,2,3,3,3,3,1,2,1,1,1,2, , ,1965,1,2,2,2,1,1,0
197020,5460,1,2,3,3,3,3,3,2,2,3,2,2,1,2, , ,1966,1,1,7,1,1,1,1
22041,3014,2,1, , , , , , , , , , , , ,2,1,1941,1,1,2,2,7,1,1
22042,3014,2,1, , , , , , , , , , , , ,3,1,1941,1,2,5,2,7,1,0
22043,3014,2,2, , , , , , , , , , , , ,2,2,1973,2,2,2,1,5,2,1
22044,3014,3,1, , , , , , , , , , , , ,2,1,1971,1,2,3,2,1,1,0
22045,3014,3,3, , , , , , , , , , , , ,3,1,1991,2,2,2,1,6,1,0
22046,3014,2,1, , , , , , , , , , , , ,3,1,1945,2,4,3,2,7,1,1
22047,3014,3,1, , , , , , , , , , , , ,1,1,1963,2,2,2,4,2,1,0
22048,3014,2,3, , , , , , , , , , , , ,2,1,1989,1,2,1,3,6,1,1
22049,3014,3,1, , , , , , , , , , , , ,3,2,1944,1,4,6,2,7,1,0
22050,3014,2,1, , , , , , , , , , , , ,3,1,1941,2,1,3,5,7,1,0
520004,5783,2,1, , , , , , , , , , , , ,3,2,1950,2,2,3,4,7,1,1
520007,5783,2,1, , , , , , , , , , , , ,3,1,1949,2,4,6,2,1,1,0
520006,5783,2,1, , , , , , , , , , , , ,3,2,1961,1,2,2,2,1,1,1
520005,5783,2,1, , , , , , , , , , , , ,3,1,1947,1,2,2,2,8,1,0
28004,3364,2,1, , , , , , , , , , , , ,2,1,1973,1,2,2,1,8,1,1
28003,3364,3,3, , , , , , , , , , , , ,3,2,1990,1,2,1,1,6,2,1
28001,3364,3,1, , , , , , , , , , , , ,1,2,1958,2,4,5,2,1,1,1
28002,3364,1,1,1,1,3,3,3,1,1,1,1,1,1,3, , ,1953,2,2,2,2,1,1,0
28008,3364,2,1, , , , , , , , , , , , ,2,2,1986,2,4,4,3,6,2,1
28010,3364,3,1, , , , , , , , , , , , ,2,1,1949,2,4,5,2,2,1,0
 , , , , , , , , , , , , , , , , , , , , , , , , ,1
28006,3364,3,1, , , , , , , , , , , , ,3,1,1936,1,2,7,2,7,1,0
28009,3364,2,1, , , , , , , , , , , , ,3,1,1949,1,2,3,2,8,1,1
28013,3364,3,1, , , , , , , , , , , , ,2,2,1946,1,1,2,3,7,1,1
28015,3364,3,2, , , , , , , , , , , , ,3,1,1989,1,2,2,1,1,1,0
28024,3364,3,1, , , , , , , , , , , , ,2,1,1989,1,4,4,1,6,2,1
28014,3364,2,1, , , , , , , , , , , , ,3,2,1972,2,2,3,2,11,1,1
28021,3364,3,1, , , , , , , , , , , , ,3,1,1968,1,2,3,2,1,1,1
28020,3364,3,1, , , , , , , , , , , , ,2,1,1970,1,2,2,2,1,1,1
28019,3364,1,1,3,3,2,3,3,3,3,3,3,3,3,3, , ,1964,1,2,3,2,1,1,0
28017,3364,2,1, , , , , , , , , , , , ,3,1,1935,2,2,2,5,7,1,0
28011,3364,2,1, , , , , , , , , , , , ,1,2,1945,1,2,2,4,8,1,1
478002,5741,1,1,3,3,1,3,3,3,3,2,3,3,3,3, , ,1966,1,2,5,3,5,2,1
478003,5741,2,1, , , , , , , , , , , , ,3,2,1924,1,2,7,2,7,1,1
478007,5741,3,1, , , , , , , , , , , , ,1,2,1974,2,4,6,3,1,1,1
478009,5741,6,2, , , , , , , , , , , , , , ,1986,2,2,7,3,9,1,0
478010,5741,2,1, , , , , , , , , , , , ,3,1,1940,1,1,3,2,7,1,1
478004,5741,2,1, , , , , , , , , , , , ,3,2,1935,1,2,5,2,7,1,0
478001,5741,2,1, , , , , , , , , , , , ,1,2,1941,2,4,6,2,7,1,1
476001,5739,3,1, , , , , , , , , , , , ,2,1,1987,1,2,1,1,6,1,0
476002,5739,3,1, , , , , , , , , , , , ,3,1,1946,1,4,6,2,2,1,1
476003,5739,3,1, , , , , , , , , , , , ,2,1,1950,1,4,7,2,3,1,1
476004,5739,3,1, , , , , , , , , , , , ,3,2,1970,1,4,5,2,1,1,1
476005,5739,3,1, , , , , , , , , , , , ,3,2,1948,2,4,3,4,1,1,1
33010,3485,3,1, , , , , , , , , , , , ,3,2,1978,1,4,6,2,1,1,1
33009,3485,3,1, , , , , , , , , , , , ,2,1,1946,1,4,4,2,7,1,1
33007,3485,3,1, , , , , , , , , , , , ,3,1,1955,1,2,2,4,5,2,1
33006,3485,3,1, , , , , , , , , , , , ,1,1,1952,2,4,5,2,5,1,0
33008,3485,2,2, , , , , , , , , , , , ,3,1,1982,2,4,5,2,1,1,0
33004,3485,3,1, , , , , , , , , , , , ,2,2,1943,2,2,2,2,7,1,1
33003,3485,3,1, , , , , , , , , , , , ,2,2,1948,1,2,2,1,7,1,0
33002,3485,2,1, , , , , , , , , , , , ,4,2,1936,2,2,2,2,7,1,1
33001,3485,2,1, , , , , , , , , , , , ,2,2,1937,2,4,4,5,7,1,0
217001,5480,2,2, , , , , , , , , , , , ,3,1,1950,1,2,2,3,5,2,0
217002,5480,1,2,3,3,3,3,3,1,1,3,1,1,1,1, , ,1944,1,1,2,4,7,1,1
217003,5480,3,1, , , , , , , , , , , , ,1,2,1972,2,2,5,3,1,1,0
217004,5480,3,1, , , , , , , , , , , , ,2,1,1978,2,4,5,2,2,1,1
217005,5480,3,1, , , , , , , , , , , , ,1,2,1964,2,4,5,2,5,2,1
217006,5480,2,1, , , , , , , , , , , , ,3,1,1963,1,2,2,2,1,1,0
217007,5480,3,1, , , , , , , , , , , , ,3,1,1948,1,2,2,4,1,1,1
217008,5480,3,1, , , , , , , , , , , , ,2,1,1967,2,4,5,2,1,1,1
217009,5480,2,1, , , , , , , , , , , , ,2,1,1944,2,4,3,1,7,1,1
217010,5480,2,1, , , , , , , , , , , , ,3,1,1939,1,2,3,2,7,1,1
217011,5480,3,2, , , , , , , , , , , , ,2,1,1948,1,2,3,1,7,1,1
217012,5480,2,2, , , , , , , , , , , , ,2,2,1987,1,4,5,1,6,1,1
217013,5480,1,1,3,4,1,3,3,1,3,3,3,3,3,3, , ,1959,2,2,2,2,5,2,0
217014,5480,2,1, , , , , , , , , , , , ,2,1,1937,1,2,2,2,7,1,1
217015,5480,1,2,1,1,3,3,3,3,2,3,2,2,3,3, , ,1965,2,4,5,4,1,1,1
217016,5480,3,1, , , , , , , , , , , , ,3,1,1977,2,4,6,2,1,1,1
217017,5480,2,1, , , , , , , , , , , , ,3,1,1937,1,4,5,2,7,1,0
217018,5480,3,1, , , , , , , , , , , , ,3,2,1983,1,3,4,1,6,1,1
217019,5480,3,1, , , , , , , , , , , , ,2,1,1988,2,4,5,1,6,1,1
217020,5480,3,3, , , , , , , , , , , , ,2,2,1991,2,4,4,1,6,1,1
526021,5789,3,1, , , , , , , , , , , , ,3,2,1955,2,2,7,4,1,1,1
526020,5789,3,1, , , , , , , , , , , , ,3,2,1950,1,4,6,4,5,2,0
526019,5789,3,1, , , , , , , , , , , , ,3,1,1974,2,4,6,2,1,1,1
526018,5789,2,1, , , , , , , , , , , , ,3,1,1946,2,4,6,4,7,1,0
526017,5789,3,1, , , , , , , , , , , , ,1,1,1946,2,4,6,4,2,1,1
526016,5789,3,1, , , , , , , , , , , , ,3,1,1948,1,2,3,4,5,2,1
526015,5789,2,1, , , , , , , , , , , , ,1,1,1967,1,2,2,4,5,2,0
526014,5789,3,1, , , , , , , , , , , , ,3,1,1957,1,4,6,2,5,2,0
526013,5789,2,1, , , , , , , , , , , , ,3,2,1936,2,2,7,5,7,1,1
526003,5789,3,2, , , , , , , , , , , , ,1,2,1987,2,2,7,1,3,2,1
526008,5789,1,1,3,3,3,3,3,3,3,3,3,3,3,3, , ,1944,1,2,7,5,7,1,0
526011,5789,2,2, , , , , , , , , , , , ,3,1,1957,1,2,7,4,8,1,1
526006,5789,2,1, , , , , , , , , , , , ,3,1,1961,1,2,2,1,1,1,0
526004,5789,3,1, , , , , , , , , , , , ,1,2,1949,1,4,6,4,2,1,0
526002,5789,3,1, , , , , , , , , , , , ,1,1,1961,1,2,2,2,1,1,0
526005,5789,3,1, , , , , , , , , , , , ,3,1,1983,1,4,4,2,1,1,1
526010,5789,1,2,2,2,3,3,3,3,1,3,3,3,3,3, , ,1978,1,4,6,1,1,1,0
526001,5789,2,1, , , , , , , , , , , , ,3,1,1929,1,3,3,2,1,1,1
302002,5565,3,1, , , , , , , , , , , , ,3,2,1973,2,4,6,3,1,1,1
302003,5565,3,1, , , , , , , , , , , , ,2,1,1950,2,4,3,4,1,1,1
302009,5565,3,1, , , , , , , , , , , , ,3,2,1969,1,2,2,1,1,1,1
302008,5565,2,1, , , , , , , , , , , , ,1,1,1947,1,4,3,2,7,1,1
302005,5565,2,1, , , , , , , , , , , , ,3,1,1941,1,2,2,2,7,1,1
302004,5565,3,1, , , , , , , , , , , , ,3,1,1946,2,2,7,2,7,1,0
302001,5565,3,1, , , , , , , , , , , , ,2,2,1978,2,2,3,3,5,2,1
189004,5452,2,1, , , , , , , , , , , , ,2,1,1945,1,2,3,2,7,1,0
189010,5452,1,2,3,3,3,3,3,2,2,3,1,1,3,3, , ,1988,2,1,7,1,1,2,1
189009,5452,1,2,3,3,3,3,3,1,2,1,2,3,2,3, , ,1981,1,2,7,3,1,1,1
189008,5452,1,1,2,3,3,3,3,1,1,3,3,1,1,3, , ,1963,1,1,7,3,1,1,1
189007,5452,2,1, , , , , , , , , , , , ,3,2,1956,2,4,3,1,8,1,1
189006,5452,1,2,1,1,2,3,3,2,2,1,1,1,1,2, , ,1963,2,2,2,4,5,2,0
189005,5452,2,1, , , , , , , , , , , , ,3,1,1943,1,1,3,4,7,1,1
189003,5452,2,1, , , , , , , , , , , , ,4,1,1957,1,2,2,1,8,1,1
189002,5452,1,1,3,3,3,2,3,3,3,3,3,3,3,3, , ,1922,2,1,7,5,7,1,1
189001,5452,2,1, , , , , , , , , , , , ,3,1,1925,2,2,2,2,7,1,1
441010,5704,2,1, , , , , , , , , , , , ,3,1,1986,2,4,3,1,6,1,1
441009,5704,3,1, , , , , , , , , , , , ,3,2,1980,2,4,5,2,2,2,0
441008,5704,2,1, , , , , , , , , , , , ,3,1,1948,1,1,7,2,7,1,1
441007,5704,2,1, , , , , , , , , , , , ,3,1,1983,1,4,3,3,1,1,1
441006,5704,3,1, , , , , , , , , , , , ,2,1,1967,1,4,6,2,1,1,1
441003,5704,2,1, , , , , , , , , , , , ,3,2,1946,2,4,3,2,7,1,0
441005,5704,3,1, , , , , , , , , , , , ,3,1,1964,2,2,3,2,1,1,1
441004,5704,2,1, , , , , , , , , , , , ,3,1,1962,2,4,6,1,1,1,0
441002,5704,2,1, , , , , , , , , , , , ,3,2,1931,1,1,3,2,7,1,1
441001,5704,2,1, , , , , , , , , , , , ,3,2,1932,1,1,2,5,7,1,0
365012,5628,3,2, , , , , , , , , , , , ,2,1,1984,2,4,5,2,11,1,1
365013,5628,2,1, , , , , , , , , , , , ,3,1,1933,2,1,2,1,7,1,1
365014,5628,2,1, , , , , , , , , , , , ,3,2,1945,1,2,7,1,7,1,0
365015,5628,3,1, , , , , , , , , , , , ,2,2,1968,2,4,6,2,1,1,1
365017,5628,2,1, , , , , , , , , , , , ,3,1,1985,2,4,4,3,6,1,1
365018,5628,1,1,3,2,3,3,3,3,2,2,3,1,3,3, , ,1985,1,4,3,3,1,1,1
365021,5628,1,2,3,3,2,3,3,1,1,1,1,1,1,2, , ,1986,2,2,2,1,8,1,1
365023,5628,3,1, , , , , , , , , , , , ,3,2,1968,1,4,5,2,1,1,1
365007,5628,2,1, , , , , , , , , , , , ,2,2,1967,1,4,6,4,1,1,0
365008,5628,2,1, , , , , , , , , , , , ,2,1,1958,2,2,5,2,1,1,0
365009,5628,3,1, , , , , , , , , , , , ,3,2,1936,2,1,2,2,7,1,1
365024,5628,3,1, , , , , , , , , , , , ,2,1,1959,1,1,2,2,1,1,0
365028,5628,3,1, , , , , , , , , , , , ,2,1,1944,2,1,3,5,7,1,1
365001,5628,2,1, , , , , , , , , , , , ,1,2,1932,1,2,3,4,7,1,1
365002,5628,1,1,3,3,3,3,3,2,3,1,2,3,3,3, , ,1938,2,1,2,2,7,1,1
365005,5628,2,1, , , , , , , , , , , , ,2,1,1960,2,4,6,2,1,1,1
365006,5628,2,1, , , , , , , , , , , , ,2,1,1946,1,4,6,2,7,1,0
365011,5628,2,1, , , , , , , , , , , , ,3,1,1958,1,4,5,4,1,1,1
365010,5628,3,1, , , , , , , , , , , , ,3,1,1930,1,1,2,2,7,1,0
365004,5628,3,1, , , , , , , , , , , , ,3,1,1969,2,4,6,2,1,1,0
521005,5784,5,2, , , , , , , , , , , , , , ,1969,2,1,6,2,1,1,0
 , , , , , , , , , , , , , , , , , , , , , , , , ,0
521010,5784,2,1, , , , , , , , , , , , ,3,2,1932,1,2,3,2,7,1,1
521007,5784,2,1, , , , , , , , , , , , ,3,2,1975,2,4,5,1,5,1,1
521008,5784,3,1, , , , , , , , , , , , ,1,1,1946,2,1,7,2,3,1,1
521004,5784,3,1, , , , , , , , , , , , ,3,2,1977,2,4,5,3,1,1,1
 , , , , , , , , , , , , , , , , , , , , , , , , ,1
521006,5784,2,1, , , , , , , , , , , , ,3,1,1980,2,4,6,3,1,1,1
29012,3367,3,3, , , , , , , , , , , , ,3,1,1991,2,2,1,1,6,1,0
29011,3367,2,1, , , , , , , , , , , , ,1,1,1947,2,1,2,4,7,1,0
29009,3367,2,1, , , , , , , , , , , , ,3,1,1946,1,4,5,3,7,1,0
29008,3367,3,1, , , , , , , , , , , , ,1,2,1951,1,2,3,2,7,1,1
29007,3367,2,1, , , , , , , , , , , , ,3,1,1945,2,1,2,3,8,1,1
29006,3367,3,1, , , , , , , , , , , , ,3,1,1972,2,2,3,3,1,1,1
29005,3367,1,1,1,1,3,3,3,3,2,3,1,1,3,1, , ,1946,1,1,2,2,7,1,1
29004,3367,2,1, , , , , , , , , , , , ,3,1,1975,1,4,5,2,1,1,0
29002,3367,2,1, , , , , , , , , , , , ,3,2,1966,2,2,7,2,1,1,0
29001,3367,3,1, , , , , , , , , , , , ,2,2,1951,2,2,3,2,8,1,0
29013,3367,2,1, , , , , , , , , , , , ,2,1,1970,1,4,3,1,1,1,1
29015,3367,3,1, , , , , , , , , , , , ,3,1,1946,1,1,3,4,8,1,0
29016,3367,3,2, , , , , , , , , , , , ,3,1,1975,1,2,3,3,1,1,1
29017,3367,1,1,3,3,3,1,3,3,3,3,3,3,3,3, , ,1962,2,2,3,2,1,2,0
29019,3367,1,2,2,3,3,3,2,2,2,2,2,2,3,3, , ,1982,1,2,2,1,5,2,1
29020,3367,3,1, , , , , , , , , , , , ,2,1,1981,2,4,5,2,6,1,0
29021,3367,3,1, , , , , , , , , , , , ,2,1,1957,2,4,3,1,5,2,0
29022,3367,2,1, , , , , , , , , , , , ,3,1,1939,2,1,2,4,8,1,1
29023,3367,2,1, , , , , , , , , , , , ,1,1,1984,1,4,6,2,1,1,0
29024,3367,3,1, , , , , , , , , , , , ,2,1,1983,1,2,5,3,1,1,1
29025,3367,3,1, , , , , , , , , , , , ,2,2,1949,2,4,3,2,1,1,1
29026,3367,2,1, , , , , , , , , , , , ,3,1,1977,1,2,3,2,1,1,1
 , , , , , , , , , , , , , , , , , , , , , , , , ,1
29028,3367,3,1, , , , , , , , , , , , ,2,1,1946,1,2,3,2,7,1,0
29029,3367,3,1, , , , , , , , , , , , ,3,2,1959,2,4,6,1,1,1,1
29030,3367,1,2,3,3,3,1,3,1,1,3,1,3,1,1, , ,1970,1,4,6,4,1,2,1
29031,3367,3,1, , , , , , , , , , , , ,3,1,1978,2,4,6,1,5,2,0
 , , , , , , , , , , , , , , , , , , , , , , , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , ,0
62007,4097,2,1, , , , , , , , , , , , ,3,2,1948,1,4,5,4,7,2,1
62010,4097,3,1, , , , , , , , , , , , ,3,2,1969,2,4,6,1,1,1,1
62008,4097,2,1, , , , , , , , , , , , ,3,1,1941,2,2,4,5,7,1,0
62009,4097,2,1, , , , , , , , , , , , ,3,1,1948,1,1,7,2,3,1,1
62005,4097,3,1, , , , , , , , , , , , ,3,2,1964,1,2,2,1,5,2,1
 , , , , , , , , , , , , , , , , , , , , , , , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , ,0
 , , , , , , , , , , , , , , , , , , , , , , , , ,1
300004,5563,2,1, , , , , , , , , , , , ,3,1,1958,2,2,2,2,1,1,0
300001,5563,3,8, , , , , , , , , , , , ,2,2,1974,2,2,2,3,5,2,1
300003,5563,2,1, , , , , , , , , , , , ,2,1,1970,2,2,3,2,2,1,0
300002,5563,2,1, , , , , , , , , , , , ,4,1,1959,2,2,3,1,5,2,0
524004,5787,2,2, , , , , , , , , , , , ,2,2,1947,2,1,3,5,2,1,1
524006,5787,2,1, , , , , , , , , , , , ,2,1,1953,2,2,3,4,8,1,1
524008,5787,2,1, , , , , , , , , , , , ,3,1,1967,1,2,2,2,1,1,0
524010,5787,2,1, , , , , , , , , , , , ,2,2,1968,2,2,3,3,1,1,0
524001,5787,2,1, , , , , , , , , , , , ,3,3,1955,1,2,5,2,2,2,1
524003,5787,2,1, , , , , , , , , , , , ,3,2,1932,2,1,7,5,7,1,0
402030,5665,3,1, , , , , , , , , , , , ,2,1,1988,2,4,7,1,6,1,1
402029,5665,3,1, , , , , , , , , , , , ,3,1,1935,2,2,7,2,7,1,1
402028,5665,2,1, , , , , , , , , , , , ,3,2,1938,2,2,2,2,7,1,1
402027,5665,3,1, , , , , , , , , , , , ,2,1,1984,1,4,4,1,6,1,0
402026,5665,1,1,2,2,1,3,3,3,3,3,3,3,3,3, , ,1963,2,4,3,3,1,1,0
402025,5665,2,1, , , , , , , , , , , , ,3,1,1935,1,4,6,2,7,1,0
402024,5665,1,2,2,2,1,3,3,3,3,3,3,3,3,2, , ,1977,1,2,2,3,1,1,1
402023,5665,2,1, , , , , , , , , , , , ,2,2,1957,1,4,6,4,1,1,1
402022,5665,3,1, , , , , , , , , , , , ,3,1,1931,1,1,3,5,7,1,1
402021,5665,3,1, , , , , , , , , , , , ,1,1,1960,2,4,6,2,1,1,0
402020,5665,2,1, , , , , , , , , , , , ,1,1,1934,1,2,3,2,7,1,1
402018,5665,2,1, , , , , , , , , , , , ,2,1,1980,1,4,5,1,5,2,0
402019,5665,1,1,3,2,1,3,3,3,3,3,2,3,3,3, , ,1967,2,2,3,1,1,2,0
402017,5665,2,1, , , , , , , , , , , , ,3,1,1963,1,2,2,1,5,2,0
402015,5665,2,1, , , , , , , , , , , , ,2,2,1947,1,2,2,3,7,1,1
402016,5665,3,1, , , , , , , , , , , , ,1,1,1968,1,2,2,2,1,1,1
402013,5665,2,1, , , , , , , , , , , , ,1,1,1942,1,2,3,2,7,1,1
402012,5665,3,1, , , , , , , , , , , , ,3,1,1928,2,1,7,2,7,1,1
402014,5665,2,1, , , , , , , , , , , , ,3,1,1944,2,4,6,2,7,1,0
402011,5665,3,1, , , , , , , , , , , , ,3,1,1974,1,2,2,2,1,1,1
402010,5665,3,2, , , , , , , , , , , , ,2,2,1956,1,4,2,2,5,2,1
402009,5665,1,1,3,2,2,3,3,2,3,3,2,3,2,3, , ,1958,2,2,3,4,1,1,1
402008,5665,1,1,3,1,2,3,3,3,3,3,2,3,2,2, , ,1960,2,2,2,4,1,1,0
402007,5665,1,2,2,2,1,3,2,2,2,3,2,3,3,3, , ,1990,2,2,2,1,1,1,1
402006,5665,3,1, , , , , , , , , , , , ,3,1,1973,2,4,6,2,6,1,0
402005,5665,3,2, , , , , , , , , , , , ,2,1,1985,1,4,4,3,6,1,0
402004,5665,2,2, , , , , , , , , , , , ,2,1,1987,2,4,4,3,6,1,1
402003,5665,2,1, , , , , , , , , , , , ,3,1,1932,2,1,2,4,7,1,0
402002,5665,3,1, , , , , , , , , , , , ,1,2,1965,1,2,2,1,5,2,1
402001,5665,3,2, , , , , , , , , , , , ,2,1,1987,2,2,7,3,5,2,1
13003,2615,3,1, , , , , , , , , , , , ,3,1,1956,1,4,6,3,1,1,1
13005,2615,3,1, , , , , , , , , , , , ,3,1,1956,1,4,3,1,1,1,1
13004,2615,3,1, , , , , , , , , , , , ,1,1,1951,1,2,3,2,1,1,1
13006,2615,1,2,2,2,1,3,3,2,2,2,2,3,2,3, , ,1971,1,2,2,3,1,1,1
13007,2615,2,1, , , , , , , , , , , , ,3,1,1988,1,4,4,1,6,1,1
13008,2615,3,1, , , , , , , , , , , , ,3,1,1967,1,2,2,1,2,1,1
13002,2615,3,1, , , , , , , , , , , , ,3,1,1980,2,4,6,1,6,2,1
13001,2615,3,1, , , , , , , , , , , , ,1,3,1951,1,2,2,2,1,1,0
114011,5377,2,1, , , , , , , , , , , , ,3,1,1979,1,2,2,1,1,1,0
114010,5377,2,1, , , , , , , , , , , , ,3,2,1970,2,2,3,1,1,1,0
114009,5377,2,1, , , , , , , , , , , , ,3,2,1961,1,4,6,3,1,1,1
114008,5377,3,1, , , , , , , , , , , , ,3,1,1968,2,4,6,2,1,1,0
114007,5377,2,1, , , , , , , , , , , , ,3,1,1956,1,4,6,4,8,1,1
114005,5377,3,1, , , , , , , , , , , , ,2,1,1961,1,4,6,5,1,1,1
114004,5377,1,1,3,3,1,3,2,3,3,3,3,3,3,3, , ,1987,2,2,2,2,11,1,0
114003,5377,3,1, , , , , , , , , , , , ,3,2,1950,2,2,3,2,1,1,1
114002,5377,2,1, , , , , , , , , , , , ,3,2,1960,2,2,3,2,1,1,1
114001,5377,3,1, , , , , , , , , , , , ,3,2,1956,1,1,2,4,1,1,0
7001,2383,2,1, , , , , , , , , , , , ,3,2,1956,2,2,2,2,8,1,1
7002,2383,3,1, , , , , , , , , , , , ,2,1,1963,1,2,3,4,8,1,1
7003,2383,2,2, , , , , , , , , , , , ,2,2,1968,2,4,3,4,6,2,0
7004,2383,1,3,3,3,2,3,3,2,2,2,2,3,2,3, , ,1992,2,2,7,3,1,1,1
7005,2383,3,2, , , , , , , , , , , , ,3,2,1952,2,2,2,4,3,2,1
7012,2383,2,1, , , , , , , , , , , , ,3,2,1937,1,1,2,2,7,1,1
7015,2383,3,2, , , , , , , , , , , , ,2,2,1973,2,4,3,2,5,2,1
7016,2383,3,1, , , , , , , , , , , , ,2,1,1971,2,1,2,2,1,1,0
7017,2383,2,1, , , , , , , , , , , , ,3,2,1983,2,4,6,3,1,1,0
7018,2383,3,1, , , , , , , , , , , , ,3,1,1949,2,2,7,2,7,1,0
7007,2383,2,1, , , , , , , , , , , , ,3,1,1938,1,4,3,2,7,1,1
7008,2383,3,1, , , , , , , , , , , , ,3,1,1972,1,1,2,1,8,1,0
7011,2383,3,1, , , , , , , , , , , , ,3,2,1969,2,2,4,2,6,1,1
7019,2383,2,1, , , , , , , , , , , , ,2,1,1947,1,2,2,2,7,1,0
7020,2383,1,1,3,3,3,3,3,3,3,3,3,3,3,3, , ,1984,2,2,3,1,1,1,0
7021,2383,3,1, , , , , , , , , , , , ,2,1,1979,2,2,5,2,6,1,1
7022,2383,2,1, , , , , , , , , , , , ,3,1,1945,1,1,2,2,7,1,1
7023,2383,2,1, , , , , , , , , , , , ,1,2,1951,2,2,2,4,1,1,1
7024,2383,3,1, , , , , , , , , , , , ,3,2,1950,1,2,2,3,1,1,1
